epoch, f1, accuracy, precision, recall
250, 0.754496854563, 0.955994931176, 0.775481998535, 0.734617534658
500, 0.810421031193, 0.964331612723, 0.793342084092, 0.828251502926
750, 0.82996615438, 0.967704101562, 0.805195579465, 0.856309158106
1000, 0.807061757034, 0.960642159598, 0.73533821843, 0.894289069579
1250, 0.822394049416, 0.969027273996, 0.870857069278, 0.779040597639
1500, 0.851177040361, 0.97193812779, 0.83149270567, 0.871815967406
1750, 0.850271243002, 0.972093401228, 0.839968371481, 0.86082999876
2000, 0.85604455662, 0.97250718471, 0.82625115395, 0.888066945928
2250, 0.852169894035, 0.97162046596, 0.8185736823, 0.888641870962
2500, 0.860793052945, 0.97440797061, 0.861980712194, 0.859608661968
2750, 0.860641411959, 0.974390834263, 0.862191499804, 0.859096887751
3000, 0.863603271335, 0.974180966332, 0.840519380905, 0.887990912345
3250, 0.847541276311, 0.970239095052, 0.801896293064, 0.898696238763
3500, 0.860857493611, 0.974576660156, 0.867411276185, 0.854402003447
3750, 0.861043958405, 0.973537713914, 0.833295482394, 0.890704124026
4000, 0.867048395266, 0.975264253162, 0.858028432108, 0.876260016667
4250, 0.791397653414, 0.964990955171, 0.876345841232, 0.721462966972
4500, 0.856524813447, 0.9734710984, 0.852800698334, 0.860281597069
4750, 0.862571037775, 0.974058826265, 0.841764718752, 0.884431984929
5000, 0.845306404239, 0.97140797061, 0.841957500448, 0.848682055089
5250, 0.858388238666, 0.973207310268, 0.835842871397, 0.882183563257
5500, 0.854481574974, 0.972195126488, 0.824368583966, 0.886877942354
5750, 0.849115379843, 0.970932524182, 0.813023059516, 0.888561037917
6000, 0.873014798258, 0.976321591332, 0.862053493593, 0.884258446485
6250, 0.857632224478, 0.971603166853, 0.796287421157, 0.9292177862
6500, 0.880032157665, 0.978168689546, 0.890398126827, 0.869904771095
6750, 0.877355967068, 0.977441824777, 0.878133243922, 0.876580065005
7000, 0.861783585735, 0.972720168341, 0.807471527001, 0.923928779014
7250, 0.833152923438, 0.967647995722, 0.793042268967, 0.87753717878
7500, 0.859440127976, 0.972037086124, 0.799762856373, 0.928741629044
7750, 0.877920196691, 0.977574637277, 0.879839058116, 0.87600968683
8000, 0.877297510264, 0.977653134301, 0.886903543446, 0.867897332939
8250, 0.868878286659, 0.97549734933, 0.856166108442, 0.881973649943
8500, 0.878428371315, 0.977292108445, 0.865951817637, 0.891269702739
8750, 0.879600806508, 0.977744768415, 0.8760442109, 0.883186398223
9000, 0.880542143443, 0.978381649926, 0.896011482054, 0.865597885408
9250, 0.878966318991, 0.977884021577, 0.885601791843, 0.872429540739
9500, 0.881511832599, 0.978153576079, 0.88016799282, 0.8828597822
9750, 0.857424965347, 0.974036783854, 0.866911812358, 0.848143504926
10000, 0.745514696195, 0.961328985305, 0.945469688608, 0.615371363429
